Time,SimulationTime,AgentID,Mode,StayTime(min),DUtility,ONodeID,DNodeID,O_Lon,O_Lat,D_Lon,D_Lat,Purpose,LastTrip
1602145201000,30001,1615,3,0,0,1803,68974,139.82733350,35.68224170,139.83071410,35.68163130,0,1
1602145201000,30001,1406,3,0,0,118857,175961,139.83506030,35.67610800,139.83791840,35.67536140,0,1
1602145201000,30001,975,3,0,0,136246,69299,139.84255380,35.68440340,139.84136270,35.68610730,0,1
1602145201000,30001,1056,3,0,0,112091,133231,139.84070950,35.67345470,139.83921570,35.67395350,0,1
1602145201000,30001,308,3,0,0,18493,175961,139.83757620,35.67578540,139.83791840,35.67536140,0,1
1602145201000,30001,433,3,0,0,136194,136208,139.84334900,35.67700890,139.84171810,35.67855070,0,1
1602145201000,30001,1467,3,0,0,142594,69288,139.82548300,35.66618910,139.82825920,35.67023920,0,1
1602145201000,30001,599,3,0,0,136213,136208,139.84279750,35.67938500,139.84171810,35.67855070,0,1
1602145201000,30001,1174,3,0,0,118868,175961,139.83509490,35.67783760,139.83791840,35.67536140,0,1
1602145201000,30001,306,3,0,0,170175,65358,139.83409390,35.68164880,139.83478510,35.68430310,0,1
1602145201000,30001,368,3,0,0,112093,133231,139.84203450,35.67384420,139.83921570,35.67395350,0,1
1602145201000,30001,1613,3,0,0,69297,69169,139.82403150,35.67807230,139.82863800,35.67688960,0,1
1602145201000,30001,1926,3,0,0,69166,69288,139.82610430,35.67145280,139.82825920,35.67023920,0,1
1602145201000,30001,1937,3,0,0,69259,69169,139.82305800,35.67482250,139.82863800,35.67688960,0,1
1602145201000,30001,1603,3,0,0,112039,133231,139.84155160,35.67288990,139.83921570,35.67395350,0,1
1602145201000,30001,1358,3,0,0,69279,151326,139.83160420,35.67195810,139.83317470,35.67216380,0,1
1602145201000,30001,70,3,0,0,147712,147707,139.83005080,35.67672030,139.82979600,35.67675210,0,1
1602145201000,30001,1609,3,0,0,157526,65174,139.82135690,35.68486150,139.82851320,35.68716420,0,1
1602145201000,30001,439,3,0,0,18485,161154,139.83639210,35.67968590,139.83969820,35.67882370,0,1
1602145201000,30001,136,3,0,0,18483,161154,139.83640940,35.68010240,139.83969820,35.67882370,0,1
1602145201000,30001,556,3,0,0,69168,143375,139.84470420,35.67940480,139.84520930,35.68148580,0,1
1602145201000,30001,100,3,0,0,1509,68974,139.82716620,35.68137430,139.83071410,35.68163130,0,1
1602145201000,30001,1055,3,0,0,69165,69288,139.82730590,35.66993630,139.82825920,35.67023920,0,1
1602145201000,30001,1421,3,0,0,12606,55506,139.84197120,35.66718360,139.83981220,35.66758870,0,1
1602145201000,30001,737,3,0,0,1502,69169,139.82587580,35.67740510,139.82863800,35.67688960,0,1
1602145201000,30001,994,3,0,0,136189,175961,139.83798060,35.67573290,139.83791840,35.67536140,0,1
1602145201000,30001,248,3,0,0,69268,68974,139.83000530,35.68063540,139.83071410,35.68163130,0,1
1602145201000,30001,352,3,0,0,161156,69299,139.84083610,35.68508780,139.84136270,35.68610730,0,1
1602145201000,30001,1423,3,0,0,1917,69169,139.82275080,35.68061500,139.82863800,35.67688960,0,1
1602145201000,30001,57,3,0,0,35908,133231,139.84073040,35.67326770,139.83921570,35.67395350,0,1
1602145201000,30001,1803,3,0,0,1547,1535,139.83007510,35.67954620,139.83133540,35.67969970,0,1
1602145201000,30001,1606,3,0,0,68960,68950,139.82846000,35.68348460,139.83066700,35.68373690,0,1
1602145201000,30001,1274,3,0,0,136227,143375,139.84510110,35.68084720,139.84520930,35.68148580,0,1
1602145201000,30001,1667,3,0,0,68972,69169,139.82476540,35.68104470,139.82863800,35.67688960,0,1
1602145201000,30001,1188,3,0,0,18485,161154,139.83639210,35.67968590,139.83969820,35.67882370,0,1
1602145201000,30001,1028,3,0,0,112086,55506,139.84101260,35.66653050,139.83981220,35.66758870,0,1
1602145201000,30001,112,3,0,0,112060,55505,139.83900380,35.66855850,139.83882260,35.66771720,0,1
1602145201000,30001,1232,3,0,0,136205,136208,139.84372400,35.67855420,139.84171810,35.67855070,0,1
1602145201000,30001,768,3,0,0,161162,69169,139.82297620,35.67416410,139.82863800,35.67688960,0,1
1602145201000,30001,1323,3,0,0,12603,133231,139.84259960,35.67319400,139.83921570,35.67395350,0,1
1602145201000,30001,1517,3,0,0,33666,55505,139.83708420,35.66588910,139.83882260,35.66771720,0,1
1602145201000,30001,1344,3,0,0,1949,65174,139.82311950,35.68628680,139.82851320,35.68716420,0,1
1602145201000,30001,71,3,0,0,118848,1535,139.83405970,35.67725090,139.83133540,35.67969970,0,1
1602145201000,30001,1054,3,0,0,4089,69169,139.82449920,35.68098890,139.82863800,35.67688960,0,1
1602145201000,30001,901,3,0,0,112087,55506,139.84096050,35.66746730,139.83981220,35.66758870,0,1
1602145201000,30001,893,3,0,0,126341,126352,139.83502380,35.66804660,139.83480540,35.67083780,0,1
1602145201000,30001,1554,3,0,0,1800,68974,139.82748860,35.68038990,139.83071410,35.68163130,0,1
1602145201000,30001,1209,3,0,0,133222,55506,139.84067410,35.66810870,139.83981220,35.66758870,0,1
1602145201000,30001,1437,3,0,0,69850,55505,139.83755350,35.66983040,139.83882260,35.66771720,0,1
1602145201000,30001,1495,3,0,0,132893,65174,139.82680140,35.68584160,139.82851320,35.68716420,0,1
1602145201000,30001,1342,3,0,0,118878,161154,139.83647670,35.67849060,139.83969820,35.67882370,0,1
1602145201000,30001,681,3,0,0,69856,55506,139.84117690,35.66944560,139.83981220,35.66758870,0,1
1602145201000,30001,1237,3,0,0,69290,68974,139.82646880,35.68189940,139.83071410,35.68163130,0,1
1602145201000,30001,1164,3,0,0,118877,175961,139.83562670,35.67841640,139.83791840,35.67536140,0,1
1602145201000,30001,211,3,0,0,1509,68974,139.82716620,35.68137430,139.83071410,35.68163130,0,1
1602145201000,30001,486,3,0,0,136206,136208,139.84067180,35.67808440,139.84171810,35.67855070,0,1
1602145201000,30001,412,3,0,0,65379,69169,139.82458870,35.67754180,139.82863800,35.67688960,0,1
